Function,Raw Force, Resting Force offset, Compensated Force, External Analog Input, Position, milliseconds
Moving to start position,00003070,00001852,00001218,00000000,34.9462318420,1468387171909 
Moving to start position,00003047,00001852,00001195,00000000,34.9241065979,1468387171918 
Moving to start position,00003036,00001852,00001184,00000000,34.9015846252,1468387171926 
Moving to start position,00002967,00001852,00001115,00000000,34.8796577454,1468387171935 
Moving to start position,00002921,00001852,00001069,00000000,34.8555450439,1468387171943 
Moving to start position,00002880,00001852,00001028,00000000,34.8327255249,1468387171952 
Moving to start position,00002872,00001852,00001020,00000000,34.8100051880,1468387171961 
Moving to start position,00002853,00001852,00001001,00000000,34.7864913940,1468387171969 
Moving to start position,00002795,00001852,00000943,00000000,34.7640686035,1468387171977 
Moving to start position,00002737,00001852,00000885,00000000,34.7421379089,1468387171985 
Moving to start position,00002738,00001852,00000886,00000000,34.7204093933,1468387171993 
Moving to start position,00002713,00001852,00000861,00000000,34.6988792419,1468387172002 
Moving to start position,00002660,00001852,00000808,00000000,34.6770515442,1468387172010 
Moving to start position,00002615,00001852,00000763,00000000,34.6528434753,1468387172019 
Moving to start position,00002607,00001852,00000755,00000000,34.6305198669,1468387172027 
Moving to start position,00002607,00001852,00000755,00000000,34.6087875366,1468387172035 
Moving to start position,00002561,00001852,00000709,00000000,34.5864639282,1468387172044 
Moving to start position,00002530,00001852,00000678,00000000,34.5618591309,1468387172053 
Moving to start position,00002504,00001852,00000652,00000000,34.5396347046,1468387172061 
Moving to start position,00002513,00001852,00000661,00000000,34.5178070068,1468387172069 
Moving to start position,00002527,00001852,00000675,00000000,34.4954833984,1468387172078 
Moving to start position,00002492,00001852,00000640,00000000,34.4717674255,1468387172086 
Moving to start position,00002473,00001852,00000621,00000000,34.4483528137,1468387172095 
Moving to start position,00002449,00001852,00000597,00000000,34.4264259338,1468387172103 
Moving to start position,00002474,00001852,00000622,00000000,34.4044990540,1468387172111 
Moving to start position,00002437,00001852,00000585,00000000,34.3822746277,1468387172120 
Moving to start position,00002396,00001852,00000544,00000000,34.3601455688,1468387172128 
Moving to start position,00002387,00001852,00000535,00000000,34.3380203247,1468387172137 
Moving to start position,00002382,00001852,00000530,00000000,34.3131179810,1468387172146 
Moving to start position,00002395,00001852,00000543,00000000,34.2903976440,1468387172154 
Moving to start position,00002373,00001852,00000521,00000000,34.2683715820,1468387172162 
Moving to start position,00002354,00001852,00000502,00000000,34.2458457947,1468387172171 
Moving to start position,00002306,00001852,00000454,00000000,34.2217369080,1468387172180 
Moving to start position,00002332,00001852,00000480,00000000,34.1995124817,1468387172188 
Moving to start position,00002341,00001852,00000489,00000000,34.1777839661,1468387172196 
Moving to start position,00002294,00001852,00000442,00000000,34.1555595398,1468387172205 
Moving to start position,00002265,00001852,00000413,00000000,34.1318435669,1468387172213 
Moving to start position,00002264,00001852,00000412,00000000,34.1097183228,1468387172222 
Moving to start position,00002273,00001852,00000421,00000000,34.0877914429,1468387172230 
Moving to start position,00002271,00001852,00000419,00000000,34.0639801025,1468387172239 
Moving to start position,00002242,00001852,00000390,00000000,34.0407638550,1468387172247 
Moving to start position,00002204,00001852,00000352,00000000,34.0186347961,1468387172256 
Moving to start position,00002226,00001852,00000374,00000000,33.9963111877,1468387172264 
Moving to start position,00002237,00001852,00000385,00000000,33.9726982117,1468387172273 
Moving to start position,00002211,00001852,00000359,00000000,33.9498786926,1468387172281 
Moving to start position,00002167,00001852,00000315,00000000,33.9278526306,1468387172289 
Moving to start position,00002151,00001852,00000299,00000000,33.9060249329,1468387172298 
Moving to start position,00002166,00001852,00000314,00000000,33.8821105957,1468387172306 
Moving to start position,00002180,00001852,00000328,00000000,33.8599853516,1468387172315 
Moving to start position,00002153,00001852,00000301,00000000,33.8375625610,1468387172323 
Moving to start position,00002120,00001852,00000268,00000000,33.8153381348,1468387172332 
Moving to start position,00002136,00001852,00000284,00000000,33.7910270691,1468387172341 
Moving to start position,00002128,00001852,00000276,00000000,33.7681083679,1468387172349 
Moving to start position,00002134,00001852,00000282,00000000,33.7458839417,1468387172357 
Moving to start position,00002097,00001852,00000245,00000000,33.7236595154,1468387172366 
Moving to start position,00002080,00001852,00000228,00000000,33.6991500854,1468387172375 
Moving to start position,00002079,00001852,00000227,00000000,33.6770248413,1468387172383 
Moving to start position,00002092,00001852,00000240,00000000,33.6548995972,1468387172391 
Moving to start position,00002092,00001852,00000240,00000000,33.6331710815,1468387172400 
Moving to start position,00002075,00001852,00000223,00000000,33.6096572876,1468387172408 
Moving to start position,00002038,00001852,00000186,00000000,33.5878295898,1468387172416 
Moving to start position,00002058,00001852,00000206,00000000,33.5657043457,1468387172425 
Moving to start position,00002043,00001852,00000191,00000000,33.5426826477,1468387172433 
Moving to start position,00001999,00001852,00000147,00000000,33.5199623108,1468387172442 
Moving to start position,00001996,00001852,00000144,00000000,33.4971427917,1468387172450 
Moving to start position,00001995,00001852,00000143,00000000,33.4748191833,1468387172459 
Moving to start position,00002001,00001852,00000149,00000000,33.4506072998,1468387172467 
Moving to start position,00002006,00001852,00000154,00000000,33.4284820557,1468387172476 
Moving to start position,00001981,00001852,00000129,00000000,33.4063568115,1468387172484 
Moving to start position,00001955,00001852,00000103,00000000,33.3844299316,1468387172492 
Moving to start position,00001989,00001852,00000137,00000000,33.3629989624,1468387172500 
Moving to start position,00001965,00001852,00000113,00000000,33.3409729004,1468387172508 
Moving to start position,00001947,00001852,00000095,00000000,33.3173599243,1468387172517 
Moving to start position,00001917,00001852,00000065,00000000,33.2951316833,1468387172526 
Moving to start position,00001935,00001852,00000083,00000000,33.2727088928,1468387172534 
Moving to start position,00001955,00001852,00000103,00000000,33.2504844666,1468387172542 
Moving to start position,00001947,00001852,00000095,00000000,33.2258796692,1468387172551 
Moving to start position,00001926,00001852,00000074,00000000,33.2037544250,1468387172560 
Moving to start position,00001913,00001852,00000061,00000000,33.1821212769,1468387172568 
Moving to start position,00001921,00001852,00000069,00000000,33.1600952148,1468387172576 
Moving to start position,00001918,00001852,00000066,00000000,33.1357879639,1468387172585 
Moving to start position,00001889,00001852,00000037,00000000,33.1139602661,1468387172593 
Moving to start position,00001861,00001852,00000009,00000000,33.0918350220,1468387172601 
Moving to start position,00001891,00001852,00000039,00000000,33.0698089600,1468387172610 
Moving to start position,00001913,00001852,00000061,00000000,33.0464897156,1468387172618 
Moving to start position,00001892,00001852,00000040,00000000,33.0245628357,1468387172627 
Moving to start position,00001856,00001852,00000004,00000000,33.0020408630,1468387172635 
Moving to start position,00001865,00001852,00000013,00000000,32.9785270691,1468387172644 
Moving to start position,00001859,00001852,00000007,00000000,32.9544143677,1468387172653 
Moving to start position,00001855,00001852,00000003,00000000,32.9324874878,1468387172661 
Moving to start position,00001844,00001852,-0000008,00000000,32.9088745117,1468387172670 
Moving to start position,00001832,00001852,-0000020,00000000,32.8863525391,1468387172678 
Moving to start position,00001829,00001852,-0000023,00000000,32.8641281128,1468387172686 
Moving to start position,00001874,00001852,00000022,00000000,32.8424987793,1468387172695 
Moving to start position,00001876,00001852,00000024,00000000,32.8205680847,1468387172703 
Moving to start position,00001843,00001852,-0000009,00000000,32.7971534729,1468387172712 
Moving to start position,00001855,00001852,00000003,00000000,32.7748298645,1468387172720 
Moving to start position,00001878,00001852,00000026,00000000,32.7526054382,1468387172728 
Moving to start position,00001866,00001852,00000014,00000000,32.7300834656,1468387172737 
Moving to start position,00001865,00001852,00000013,00000000,32.7053756714,1468387172746 
Moving to start position,00001832,00001852,-0000020,00000000,32.6827545166,1468387172754 
Moving to start position,00001828,00001852,-0000024,00000000,32.6607284546,1468387172763 
Moving to start position,00001842,00001852,-0000010,00000000,32.6366195679,1468387172771 
Moving to start position,00001875,00001852,00000023,00000000,32.6144943237,1468387172780 
Moving to start position,00001869,00001852,00000017,00000000,32.5921669006,1468387172788 
Moving to start position,00001852,00001852,00000000,00000000,32.5687522888,1468387172797 
Moving to start position,00001846,00001852,-0000006,00000000,32.5460319519,1468387172805 
Moving to start position,00001856,00001852,00000004,00000000,32.5240058899,1468387172813 
Moving to start position,00001865,00001852,00000013,00000000,32.5020790100,1468387172822 
Moving to start position,00001830,00001852,-0000022,00000000,32.4799537659,1468387172830 
Moving to start position,00001815,00001852,-0000037,00000000,32.4562377930,1468387172839 
Moving to start position,00001834,00001852,-0000018,00000000,32.4325256348,1468387172847 
Moving to start position,00001863,00001852,00000011,00000000,32.4104995728,1468387172856 
Moving to start position,00001867,00001852,00000015,00000000,32.3883743286,1468387172864 
Moving to start position,00001850,00001852,-0000002,00000000,32.3639640808,1468387172873 
Moving to start position,00001847,00001852,-0000005,00000000,32.3417396545,1468387172882 
Moving to start position,00001850,00001852,-0000002,00000000,32.3193168640,1468387172890 
Moving to start position,00001868,00001852,00000016,00000000,32.2973899841,1468387172899 
Moving to start position,00001857,00001852,00000005,00000000,32.2726821899,1468387172907 
Moving to start position,00001822,00001852,-0000030,00000000,32.2507553101,1468387172915 
Moving to start position,00001822,00001852,-0000030,00000000,32.2285308838,1468387172924 
Moving to start position,00001850,00001852,-0000002,00000000,32.2053146362,1468387172933 
Moving to start position,00001868,00001852,00000016,00000000,32.1821975708,1468387172941 
Moving to start position,00001873,00001852,00000021,00000000,32.1595764160,1468387172949 
Moving to start position,00001843,00001852,-0000009,00000000,32.1372489929,1468387172958 
Moving to start position,00001833,00001852,-0000019,00000000,32.1153221130,1468387172966 
Moving to start position,00001868,00001852,00000016,00000000,32.0921058655,1468387172975 
Moving to start position,00001876,00001852,00000024,00000000,32.0690879822,1468387172983 
Moving to start position,00001839,00001852,-0000013,00000000,32.0464668274,1468387172992 
Moving to start position,00001829,00001852,-0000023,00000000,32.0249366760,1468387173000 
Moving to start position,00001821,00001852,-0000031,00000000,32.0005264282,1468387173010 
Moving to start position,00001826,00001852,-0000026,00000000,31.9751262665,1468387173018 
Moving to start position,00001849,00001852,-0000003,00000000,31.9531002045,1468387173026 
Moving to start position,00001864,00001852,00000012,00000000,31.9310741425,1468387173035 
Moving to start position,00001837,00001852,-0000015,00000000,31.9089488983,1468387173043 
Moving to start position,00001830,00001852,-0000022,00000000,31.8849372864,1468387173052 
Moving to start position,00001850,00001852,-0000002,00000000,31.8621158600,1468387173060 
Moving to start position,00001861,00001852,00000009,00000000,31.8399906158,1468387173069 
Moving to start position,00001845,00001852,-0000007,00000000,31.8161792755,1468387173078 
Moving to start position,00001821,00001852,-0000031,00000000,31.7941513062,1468387173086 
Moving to start position,00001827,00001852,-0000025,00000000,31.7722244263,1468387173094 
Moving to start position,00001856,00001852,00000004,00000000,31.7492065430,1468387173103 
Moving to start position,00001862,00001852,00000010,00000000,31.7260875702,1468387173111 
Moving to start position,00001853,00001852,00000001,00000000,31.7040615082,1468387173119 
Moving to start position,00001834,00001852,-0000018,00000000,31.6820354462,1468387173128 
Moving to start position,00001836,00001852,-0000016,00000000,31.6578254700,1468387173137 
Moving to start position,00001857,00001852,00000005,00000000,31.6349067688,1468387173145 
Moving to start position,00001841,00001852,-0000011,00000000,31.6121845245,1468387173154 
Moving to start position,00001835,00001852,-0000017,00000000,31.5901584625,1468387173162 
Moving to start position,00001818,00001852,-0000034,00000000,31.5678348541,1468387173170 
Moving to start position,00001811,00001852,-0000041,00000000,31.5437240601,1468387173179 
Moving to start position,00001860,00001852,00000008,00000000,31.5216979980,1468387173188 
Moving to start position,00001872,00001852,00000020,00000000,31.4993724823,1468387173196 
Moving to start position,00001833,00001852,-0000019,00000000,31.4774456024,1468387173204 
Moving to start position,00001824,00001852,-0000028,00000000,31.4539318085,1468387173213 
Moving to start position,00001859,00001852,00000007,00000000,31.4321022034,1468387173221 
Moving to start position,00001852,00001852,00000000,00000000,31.4099769592,1468387173229 
Moving to start position,00001836,00001852,-0000016,00000000,31.3859653473,1468387173238 
Moving to start position,00001833,00001852,-0000019,00000000,31.3625507355,1468387173247 
Moving to start position,00001819,00001852,-0000033,00000000,31.3402271271,1468387173255 
Moving to start position,00001850,00001852,-0000002,00000000,31.3179016113,1468387173263 
Moving to start position,00001864,00001852,00000012,00000000,31.2945861816,1468387173272 
Moving to start position,00001851,00001852,-0000001,00000000,31.2721614838,1468387173281 
Moving to start position,00001829,00001852,-0000023,00000000,31.2502346039,1468387173289 
Moving to start position,00001851,00001852,-0000001,00000000,31.2279109955,1468387173297 
Moving to start position,00001860,00001852,00000008,00000000,31.2042961121,1468387173306 
Moving to start position,00001846,00001852,-0000006,00000000,31.1820716858,1468387173314 
Moving to start position,00001819,00001852,-0000033,00000000,31.1602439880,1468387173322 
Moving to start position,00001833,00001852,-0000019,00000000,31.1379184723,1468387173331 
Moving to start position,00001844,00001852,-0000008,00000000,31.1143054962,1468387173340 
Moving to start position,00001851,00001852,-0000001,00000000,31.0912857056,1468387173348 
Moving to start position,00001857,00001852,00000005,00000000,31.0686645508,1468387173357 
Moving to start position,00001830,00001852,-0000022,00000000,31.0447521210,1468387173365 
Moving to start position,00001839,00001852,-0000013,00000000,31.0225276947,1468387173374 
Moving to start position,00001847,00001852,-0000005,00000000,31.0006008148,1468387173382 
Moving to start position,00001836,00001852,-0000016,00000000,30.9786739349,1468387173390 
Moving to start position,00001819,00001852,-0000033,00000000,30.9567451477,1468387173398 
Moving to start position,00001821,00001852,-0000031,00000000,30.9347190857,1468387173407 
Moving to start position,00001859,00001852,00000007,00000000,30.9116020203,1468387173415 
Moving to start position,00001872,00001852,00000020,00000000,30.8891773224,1468387173423 
Moving to start position,00001848,00001852,-0000004,00000000,30.8672504425,1468387173432 
Moving to start position,00001832,00001852,-0000020,00000000,30.8451251984,1468387173440 
Moving to start position,00001846,00001852,-0000006,00000000,30.8205184937,1468387173450 
Moving to start position,00001861,00001852,00000009,00000000,30.7970027924,1468387173458 
Moving to start position,00001849,00001852,-0000003,00000000,30.7751750946,1468387173466 
Moving to start position,00001844,00001852,-0000008,00000000,30.7515621185,1468387173475 
Moving to start position,00001834,00001852,-0000018,00000000,30.7294349670,1468387173483 
Moving to start position,00001841,00001852,-0000011,00000000,30.7075080872,1468387173491 
Moving to start position,00001864,00001852,00000012,00000000,30.6856803894,1468387173500 
Moving to start position,00001841,00001852,-0000011,00000000,30.6632575989,1468387173508 
Moving to start position,00001834,00001852,-0000018,00000000,30.6392459869,1468387173517 
Moving to start position,00001851,00001852,-0000001,00000000,30.6171207428,1468387173525 
Moving to start position,00001871,00001852,00000019,00000000,30.5947952271,1468387173533 
Moving to start position,00001845,00001852,-0000007,00000000,30.5727691650,1468387173542 
Moving to start position,00001817,00001852,-0000035,00000000,30.5483608246,1468387173551 
Moving to start position,00001827,00001852,-0000025,00000000,30.5258388519,1468387173559 
Moving to start position,00001835,00001852,-0000017,00000000,30.5036144257,1468387173568 
Moving to start position,00001852,00001852,00000000,00000000,30.4799995422,1468387173576 
Moving to start position,00001867,00001852,00000015,00000000,30.4579734802,1468387173584 
Moving to start position,00001832,00001852,-0000020,00000000,30.4362449646,1468387173592 
Moving to start position,00001839,00001852,-0000013,00000000,30.4127292633,1468387173601 
Moving to start position,00001847,00001852,-0000005,00000000,30.3900089264,1468387173610 
Moving to start position,00001845,00001852,-0000007,00000000,30.3680801392,1468387173618 
Moving to start position,00001823,00001852,-0000029,00000000,30.3463516235,1468387173626 
Moving to start position,00001823,00001852,-0000029,00000000,30.3236312866,1468387173635 
Moving to start position,00001852,00001852,00000000,00000000,30.3015060425,1468387173643 
Moving to start position,00001872,00001852,00000020,00000000,30.2778911591,1468387173652 
Moving to start position,00001854,00001852,00000002,00000000,30.2559642792,1468387173660 
Moving to start position,00001824,00001852,-0000028,00000000,30.2338371277,1468387173668 
Moving to start position,00001847,00001852,-0000005,00000000,30.2120094299,1468387173676 
Moving to start position,00001858,00001852,00000006,00000000,30.1884956360,1468387173685 
Moving to start position,00001847,00001852,-0000005,00000000,30.1659717560,1468387173693 
Moving to start position,00001826,00001852,-0000026,00000000,30.1435489655,1468387173702 
Moving to start position,00001818,00001852,-0000034,00000000,30.1199340820,1468387173711 
Moving to start position,00001835,00001852,-0000017,00000000,30.0991973877,1468387173719 
Moving to start position,00001857,00001852,00000005,00000000,30.0802478790,1468387173727 
Moving to start position,00001815,00001852,-0000037,00000000,30.0626850128,1468387173736 
Moving to start position,00001860,00001852,00000008,00000000,30.0468101501,1468387173745 
Moving to start position,00001869,00001852,00000017,00000000,30.0337142944,1468387173753 
Moving to start position,00001861,00001852,00000009,00000000,30.0231971741,1468387173762 
Moving to start position,00001857,00001852,00000005,00000000,30.0139694214,1468387173771 
Moving to start position,00001832,00001852,-0000020,00000000,30.0075206757,1468387173779 
Moving to start position,00001837,00001852,-0000015,00000000,30.0031547546,1468387173787 
Moving to start position,00001846,00001852,-0000006,00000000,30.0005741119,1468387173796 
Moving to start position,00001852,00001852,00000000,00000000,29.9999790192,1468387173804 
